Episodio,Epoch,Tiempo(s),CPU(%),RAM(MB),GPU_mem(MB)
1.0,1.0,5.608966525999676,68.7,768.39453125,2.5078125
2.0,1.0,5.114658192999741,17.4,768.64453125,2.5078125
3.0,1.0,36.454315872000734,8.8,768.64453125,2.5078125
4.0,1.0,36.70164412599934,10.4,768.890625,2.5078125
5.0,1.0,36.19393745599973,9.8,1045.79296875,23.7734375
6.0,1.0,36.38644791600018,8.5,1046.0390625,23.7734375
7.0,1.0,36.134954328000276,8.6,1046.29296875,23.7734375
8.0,1.0,36.05019411600006,8.9,1046.29296875,23.7734375
9.0,1.0,36.63594065400048,8.7,1046.5390625,23.7734375
10.0,1.0,36.13172046,9.6,1046.5390625,23.7734375
11.0,2.0,36.37058037600036,9.6,1046.796875,23.7734375
12.0,2.0,36.91527884500101,8.4,1046.796875,23.7734375
13.0,2.0,36.29684613600148,8.7,1046.796875,23.7734375
14.0,2.0,36.78175445399938,8.5,1046.796875,23.7734375
15.0,2.0,36.45051190800041,10.4,1047.0546875,23.7734375
16.0,2.0,36.361931842999184,8.5,1047.0546875,23.7734375
17.0,2.0,37.037804585999766,8.3,1047.0546875,23.7734375
18.0,2.0,36.373683440000605,8.6,1047.3125,23.7734375
19.0,2.0,36.054647295000905,8.6,1047.3125,23.7734375
20.0,2.0,36.29124699100066,10.7,1047.5703125,23.7734375
21.0,3.0,36.416011498000444,8.1,1047.5703125,23.7734375
22.0,3.0,37.10863371100095,7.9,1047.5703125,23.7734375
23.0,3.0,36.52498967199972,8.1,1047.828125,23.7734375
24.0,3.0,36.1635907710006,8.8,1047.828125,23.7734375
25.0,3.0,36.66399816100056,9.2,1047.828125,23.7734375
26.0,3.0,36.85996671000066,8.0,1048.0859375,23.7734375
27.0,3.0,36.58670269899994,8.1,1048.0859375,23.7734375
28.0,3.0,37.37307214900102,9.0,1048.34375,23.7734375
29.0,3.0,36.538041047999286,8.8,1055.328125,23.7734375
30.0,3.0,36.476237861999834,8.1,1055.328125,23.7734375
31.0,4.0,36.52762813499976,8.2,1055.328125,23.7734375
32.0,4.0,36.82253589300126,8.1,1055.5859375,23.7734375
33.0,4.0,36.747907115001,9.9,1055.5859375,23.7734375
34.0,4.0,36.10473823999928,8.2,1055.84375,23.7734375
35.0,4.0,36.333321676000196,8.1,1055.84375,23.7734375
36.0,4.0,36.52934828599973,7.9,1055.84375,23.7734375
37.0,4.0,36.59770374400068,9.8,1056.1015625,23.7734375
38.0,4.0,36.26009712299856,8.3,1056.1015625,23.7734375
39.0,4.0,36.63329646300008,8.0,1056.1015625,23.7734375
40.0,4.0,37.03275318099986,7.9,1056.359375,23.7734375
41.0,5.0,36.59578250899904,8.9,1056.359375,23.7734375
42.0,5.0,36.10529891299848,9.2,1056.359375,23.7734375
43.0,5.0,36.04255365100107,8.1,1056.359375,23.7734375
44.0,5.0,36.42310496400023,8.0,1056.6171875,23.7734375
45.0,5.0,36.576825737000036,8.0,1056.6171875,23.7734375
46.0,5.0,36.80215655599932,9.9,1056.6171875,23.7734375
47.0,5.0,36.0554698929991,8.1,1056.875,23.7734375
48.0,5.0,36.769016659000044,7.9,1056.875,23.7734375
49.0,5.0,36.147084236999945,17.0,1056.875,23.7734375
50.0,5.0,36.26205166,16.3,1056.875,23.7734375
